word,translation,phonetic,mastered,sentences
"poll","NOUN. 民意调查，民调，民意测验，轮询，投票，调查，人头，赛特","/pəʊl/","✗","The student council had a poll to see what people want served in the cafeteria.;The other returns having come in, the result of the poll, that Sir James Graham had been superseded by Major Aglionby, was declared at Carlisle soon after 11 a.m.;And you might perceive the president and general manager, Mr. R. G. Atterbury, with his priceless polished poll, busy in the main office room dictating letters.."
"portal","NOUN. 门户，门户网站，入口，洞口 ADJ. 门，后门","/ˈpɔːtl/","✗","The local library, a portal of knowledge.;The new medical portal has dozens of topical categories containing links to hundreds of sites.;the portal vein"
"portfolio","NOUN. 投资组合，组合，证券投资组合，有价证券，文件夹","/pɔːtˈfəʊliəʊ/","✗","I would like to introduce you to our portfolio of services.;product portfolio;Getting your book (portfolio) organised is the first step, and knowing both what to include, and what to leave out, is an essential step towards achieving that important agency placement."
"pour","VERB. 倒，倒入，倾吐，倾泻，倾注，浇 NOUN. 倾","/pɔː(r)/","✗","pour water from a jug;pour wine into a decanter;to pour oil onto chips"
"pragmatic","ADJ. 语用，务实，语用学，注重实效，求真务实，实用主义，实事求是，踏实，求实，实用","/præɡˈmætɪk/","✗","The sturdy furniture in the student lounge was pragmatic, but unattractive.;Polybius’s pragmatic history is simply the history of affairs, as distinguished from the descriptive and often poetical character which much history before his time had.;In other words, data are (re)constructed in the process of transcription as a result of multiple decisions that reflect both theoretical and ostensibly pragmatic considerations."
"predatory","ADJ. 食肉，掠夺性，掠夺式，掠夺 NOUN. 捕食","/ˈpredətri/","✗","predatory lending;predatory inclusion;predatory publishing"
"pregnancy","NOUN. 妊娠，怀孕，孕，孕期，妊娠期，妊娠期肝，受孕，孕妇","/ˈpreɡnənsi/","✗","Shortly after I announced my pregnancy, he stole my thunder with his news of landing his dream job.;Swollen breasts, morning sickness, and a missed period are classic symptoms of pregnancy.;I was hanging clothes in the garden and I overheard the neighbours talking about Sheila's pregnancy."
"premier","NOUN. 总理，国务院总理，温总理，首相，温家宝 ADJ. 首屈一指，首要","/ˈpremiə(r)/","✗","South Africa′s golfing greats battle it out on one of the country′s premier courses.;PREMIER, a. This French word, which signifies first, is used by English Heralds to signify the most ancient Peer of any Degree by Creation; as Premier Baron, &c.];[…]dau. of Lord Forbes, Premier Baron of Scotland (the Cumine family were of very ancient date[…])"
"primal","ADJ. 原始","/ˈpraɪml/","✗","[T]he attempt to arrive at a physical explanation of existence led the Ionian thinkers to postulate various primal elements or simply the infinite τὸ ἀπειρον.;Behold! I rise from primal silence / As a storm crushing dismal shores ov Acheron;primal man"
"primary","ADJ. 原发性，初级，主要，首要，初步，主，小学，基层，原，基本，一次","/ˈpraɪməri/","✗","Children attend primary school, and teenagers attend secondary school.;the church of Christ, in its primary institution;, Book II, Chapter VIII
These I call original, or primary, qualities of body."
"prison","NOUN. 监狱，狱，坐牢，监禁，牢狱，牢，监牢，徒刑，入狱，牢里，战俘","/ˈprɪzn/","✗","The cold stone walls of the prison had stood for over a century.;Prison was a harrowing experience for him.;The academy was a prison for many of its students because of its strict teachers."
"progressive","ADJ. 渐进，进步，累进，渐进式，逐步，进取，逐渐 NOUN. 进","/prəˈɡresɪv/","✗","a progressive school;progressive paralysis;a progressive politician"
"propel","VERB. 推动，驱使","/prəˈpel/","✗","Primary mass relays can propel ships thousands of light years, often from one spiral arm of the galaxy to another.;I can discern your nature and see that even without any arguments (logoi) from me it will propel you to what you say you are drawn towards,;Black women helped propel Harris and president-elect Joe Biden to victory by elevating turnout in places like Detroit, Milwaukee and Philadelphia."
"prosecute","VERB. 起诉，检控，提出检控，检举，提起诉讼","/ˈprɒsɪkjuːt/","✗","to prosecute a man for trespass, or for a riot;to prosecute a right or a claim in a court of law;to prosecute a scheme, hope, or claim"
"prosecution","NOUN. 检控，起诉，检察机关，提出检控，检方，追诉，公诉，检察，控诉","/ˌprɒsɪˈkjuːʃn/","✗","The prosecution presented a cogent argument, convincing the jury of the defendant's guilt.;The prosecution of the war fell to Winston Churchill.;The prosecution advanced a weak case."
"prosecutor","NOUN. 检察官，公诉人，检控官，检举，原告，检察，检方，检察院","/ˈprɒsɪkjuːtə(r)/","✗","The affair led to a crisis in relations between France and the Principality, with the French Government overruling Prince Rainier by refusing to extend the mandate of Monaco's Chief Prosecutor;Annie Jay was the Wisconsin government prosecutor in the trial of a man for forging his client's signature.;The prosecutor got the witness to admit he was lying."
"prosperity","NOUN. 繁荣，富裕，兴盛，昌盛，繁荣昌盛，兴旺，富强，繁华，荣","/prɒˈsperəti/","✗","...he shouldn't...just...[say]...""I -- I am responsible for prosperity,""...that's Communism, Sir, you see.;The country reached a high level of prosperity in his first term.;This is our vital mission to ensure opportunity and prosperity for all people and future generations. I am determined to deliver. Thank you."
"prosthetic","ADJ. 假肢，人工","/prɒsˈθetɪk/","✗","As the novel progresses, he is shot in the hand with his own gun, shot in the arse with someone else's and lacerated by a prosthetic weed trimmer.;[T]he United States Supreme Court had determined […] that artificial testicles were kosher under this law, but prosthetic penii clearly were not.;She's a licensed prosthetist, meaning, she fits prosthetic limbs to people after an amputation."
"pump","NOUN. 泵，水泵，油泵，泵浦，体外循环，抽","/pʌmp/","✗","This pump can deliver 100 gallons of water per minute.;This pump is out of order, but you can gas up at the next one.;Want a skin-stretching pump? Up the volume by using high-rep sets.
A great pump is better than coming. (Arnold Schwarzenegger)"
"purge","VERB. 清除 NOUN. 吹扫，整肃，通便，净化，清洗","/pɜːdʒ/","✗","he prescribes a Purge or a Vomit;Cromwell had Colonel Pride purge Parliament of royalists who opposed Charles I's execution.;Does money fail?—come to my mint—coin paper,
Till gold be at a discount, and ashamed
To show his bilious face, go purge himself,"
"quadrennial","ADJ. 连续四年的，每四年一次的 NOUN. 第四周年","/kwɒdˈren.i.əl/","✗","The quadrennial election of Chief Magistrate has passed off with less than the usual excitement.;The World Cup is awarded to the winner of a quadrennial football tournament.;The quadrennial period of games and festivals in Greece was probably arrived at by bisecting an older octennial period."
"radicalization","NOUN. 激进","/ˌrædɪkəlaɪˈzeɪʃn/","✗","The report identified four steps in the process of radicalization: pre-radicalization, self-identification, indoctrination and jihadization.;Silber and Bhatt (2007) examined individual-level radicalization and developed a model that consisted of a distinct series of steps: pre-radicalization, self-identification, indoctrination, and jihadization.;From there, it was only a short step to “Kekism,” at once a joke religion and a precursor of the reactionary radicalization to follow."
"rally","NOUN. 集会，反弹，拉力赛，涨势，拉力，集结，上涨，回升，大会，集合 VERB. 团结","/ˈræli/","✗","a campaign rally;an election rally;a political rally"
"ramble","NOUN. 絮絮叨叨 VERB. 漫谈 ADJ. 逍遥","/ˈræmbl/","✗","The place was a favourite with all, and the ramble in this quarter was quite a regular custom of the afternoon with the fair heiress of Colonel Walton in particular.;Francine has a tendency to ramble when it gets to be late in the evening.;My lovely ramble through the bright woods, as I had been fooling myself, gave itself over to the sober truth: became a slippery footslog through the gloom, ..."
"rape","NOUN. 强奸，油菜，强奸罪，强暴，强奸案，油菜花，奸，菜籽","/reɪp/","✗","Last April the media world exploded in indignation at the rape and beating of a jogger in Central Park.;Castor and Pollux are one set of twins birthed by Leda after her rape by Zeus in swan form; […];For quotations using this term, see Citations:rape."
"rational","ADJ. 理性，合理，有理，理智，合理性","/ˈræʃnəl/","✗","Man is a rational creature.;The utility of valid arguments is a monument to our frailty: to the fact that we are not completely rational beings.;His statements were quite rational."
"rebel","NOUN. 反叛，叛军，叛逆，反叛者，造反，义军，叛乱，叛逆者，反抗，反对派，叛徒","/ˈrebl/","✗",""" Heretics and schismatics, because they rebel against her, and only belong to the church, as deserters to an army from which they have ran away ;[…];My little sister is such a rebel - coming home late, piercing her ears, and refusing to do any of her chores.;to rebel against the system"
"recapture","VERB. 夺回，重新夺回，重温","/ˌriːˈkæptʃə(r)/","✗","The recapture of the escaped prisoner made the news.;The warden hoped to recapture the escaped prisoners before they reached the town.;New engine designs permit the vehicle to recapture the kinetic energy lost through braking."
"receipt","NOUN. 收据，收到，张收据，收条，接获，收货，发票，接收，接到","/rɪˈsiːt/","✗","A balance payable on receipt of the goods.;It has become a place of great receipt.;So, Andy, if you ask me nicely, I might produce a receipt that is my marriage certificate."
"recognize","VERB. 认出，认识，认得，承认，识别，认清，认，认可，意识到，确认","/ˈrekəɡnaɪz/","✗","In plants, the ability to recognize self from nonself plays an important role in fertilization, because self-fertilization will result in less diverse offspring than fertilization with pollen from another individual.;The US and a number of EU countries are expected to recognize Kosovo on Monday.;I recognize that my behaviour has been unacceptable."
"reflection","NOUN. 反思，反射，反映，倒影，思考，反省，体现，反光，映像，沉思","/rɪˈflekʃn/","✗","The dog barked at his own reflection in the mirror.;After careful reflection, I have decided not to vote for that proposition.;Our recent results are a reflection of the progress we've made as a team."
"regardless","ADV. 无论，不管，不论，不顾，无论如何，无关，不管怎样","/rɪˈɡɑːdləs/","✗","Tatiana knew the meat had passed its expiry date, but she ate it regardless.;I grew, day by day, more moody, more irritable, more regardless of the feelings of others.;Tatiana ate the cauliflower regardless its colour."
"registry","NOUN. 注册表，登记处，注册处注册，注册，档案室，登记，登录，登记册","/ˈredʒɪstri/","✗","Mr. F. Haydon said he was an undertaker at Stockwell. He conducted the funeral of W. Raven, the registry of whose death was proved by Mr. Booth;The best — and easiest — way to shop for the ""perfect"" gift is to consult the couple's wedding gift registry, since these are the items they want and need […];To unregister a DLL and remove the corresponding entries from the registry, add the /u switch to the command […]"
"reinstate","VERB. 恢复，复职","/ˌriːɪnˈsteɪt/","✗","Second Adam from above,
Reinstate us in thy love.;The old homepage for L2TP, www.l2tpd.org, has been squatted by a domain squatter. A malicious person could reinstate this domain with malicious code on it.;[…] they also instrumentalize race to reinstate nostalgic, vanguard notions of political activism […]"
"reiterate","VERB. 重申，再次重申，反复强调，再三","/riˈɪtəreɪt/","✗","Well, let me reiterate them and then explain why, in my view, this response is bad PR.;Let me reiterate my opinion.;Was I hard to understand? Sorry, I'll try to reiterate."
"relieve","VERB. 缓解，减轻，纾缓，解除，舒缓，纾解，救济，免除，减缓","/rɪˈliːv/","✗","This shall not relieve either Party of any obligations.;Nevertheless, to relieve oneself takes the edge off the desire and doesn't take advantage of others.;It was therefore concluded that the Abigails should, by turns, relieve each other on one of his lordship’s horses, which was presently equipped with a side-saddle for that purpose."
"religious","ADJ. 宗教，信教，宗教信仰，虔诚，信仰","/rɪˈlɪdʒəs/","✗","It is the job of this court to rule on legal matters. We do not consider religious issues.;I was much more religious as a teenager than I am now.;I'm a religious fan of college basketball."
"relitigate","X. 再次起诉，再次提出诉讼","rɪlˈɪtɪɡˌeɪt","✗",""
"residence","NOUN. 住宅，居留，居住，住所，官邸，居所，住处，民居，停留","/ˈrezɪdəns/","✗","an upcountry residence;By 1960 the growth and development of Chicago's black areas of residence confirmed the existence of the city's second ghetto.;waters of a muddy residence"
"residential","ADJ. 住宅，居住，住宿，住宅区，民居，居住区，居民，小区，住房，居","/ˌrezɪˈdenʃl/","✗","Columbus dwellers of Woodland Meadow Apts may not find themselves in a perfectly bucolic setting, as the residential complex gives onto a military defense logistics ground.;They live in a residential neighborhood.;There is a residential requirement for obtaining a marriage license here."
"resilience","NOUN. 韧性，回弹，复原力，弹性，坚韧，复原","/rɪˈzɪliəns/","✗","An almost otherworldly resilience has characterized the 40-year arc of the Clintons’ political lives, a well-documented pattern of dazzling success, shattering setback and inevitable recovery.;The second phase of resilience work at Dawlish station began on November 5, with the arrival off the coast of an eight-legged walking jack-up barge known as a Wavewalker.;Providing technical support to regional climate and WSG focals of all operational divisions on water resilience will amplify the larger pool of project officers."
"resilient","ADJ. 弹性，回弹，富有弹性，坚韧，坚韧不拔，韧性","/rɪˈzɪliənt/","✗","He’s resilient, and strong, but sometimes tonight, here, the weight of what he’s saying makes him stop, pause as if lost.;The virus has mutated into a more resilient version.;Generally, varieties in current use for processing are resilient, if not wholly resistant to blemishing diseases and disorders."
"resistance","NOUN. 阻力，电阻，抵抗，抗，耐，耐药性，阻，抵抗力，反抗，性，性能","/rɪˈzɪstəns/","✗","widespread resistance to the new urban development plans;Alliance forces are stretched too thin right now to attempt to liberate the colony, but we've been doing what we can to covertly aid the local resistance.;take the path of least resistance"
"resolute","NOUN. 坚决，果断，果敢，刚毅，坚毅，坚 ADJ. 坚定，坚定不移","/ˈrezəluːt/","✗","She was resolute in her determination to resist his romantic advances.;He was resolute in his decision to stay.;vector resolute"
"restless","ADJ. 不宁，焦躁不安，不安，躁动不安，坐立不安，躁动，烦躁不安，焦躁，烦躁，无休止","/ˈrestləs/","✗","The night before his wedding was a restless one.;He was a restless child.;She sat, restless and nervous, and tried to concentrate."
"retirement","NOUN. 退休，退休金，退役，养老","/rɪˈtaɪəmənt/","✗","""I tried retirement ten years ago. Didn't think much of it. Complete waste of time. So I gave it up after two weeks."";recognizing the societal deal between capital and labor regarding retirement savings;As he had worked for the CIA for over 30 years, he would soon take retirement from the company."
"retrace","VERB. 折回，追溯","/rɪˈtreɪs/","✗","Although most cards still support screen-tweaking, you can just forget about copperbars (writing within horizontal retrace fuks up the screen BADLY) and other effex. Same goes for changing the font.;Board a vintage rail car and retrace the original route to the summit of White Pass where you will have a toast and snack provided by your personal costumed guide.;The next step, I am thinking about, is to retrace the pathway of the spread of rubber to the riverine society of the Amazon."
"retreat","NOUN. 撤退，退却，退路，退缩，静修，退，务虚，后退，倒退，撤离","/rɪˈtriːt/","✗","... he built his son a house of pleasure, on purpose to keep him out of harm's way; and spared neither art nor cost to make it a delicious retreat.;We both need a week retreat after those two stressful years working in the city.;The general opted for a swift retreat because he saw his troops were vastly outnumbered."
"revert","NOUN. 复归，还原 VERB. 恢复","/rɪˈvɜːt/","✗","Zeba Siddiqui, herself a revert and editor of the Parent's Manual: A Guide for Muslim Parents Living in North America, contributed to this book as a consultant.;Parents should not reject a proposal without good reason — and being a revert with a past is not an acceptable one.;When a book goes out of print, rights revert from the publisher to the author."
"rhetoric","NOUN. 修辞，修辞学，花言巧语，言辞，言论，说辞，辞令，豪言壮语，夸夸其谈，论调，措辞","/ˈretərɪk/","✗","It is rather confused rhetoric to call a grafter a thief. His crime is not that he filches money from the safe but that he betrays a trust.;It’s only so much rhetoric.;You need to tone down the rhetoric."
"rightsholder","X. [网络] 有权者；权利持有者；特定财产的权利拥有者","rˈaɪtshəʊldə","✗",""
"rigid","ADJ. 刚性，僵化，硬质，刚，硬性，死板，刚体，僵硬，硬，严格，坚固","/ˈrɪdʒɪd/","✗","This kind of immediate control structure we take to be characteristic of the tribe, and it leads to a rather rigid type of system in which 'every action not mandatory is forbidden'.;When two or more arm-joints meet transversely by a rigid suture, and only the upper one is pinnule-bearing, those joints form a syzygy, whether their apposed faces are striated, dotted, or smooth.;A sunflower, four more, one bowed, and horses in the distance standing rigid and still as toys."
"rock","NOUN. 岩石，岩，摇滚，摇滚乐，石头，磐石，石，块石头，岩层，矿","/rɒk/","✗","The face of the cliff is solid rock.;Some fool has thrown a rock through my window.;Look at the size of that rock on her finger!"
"romance","NOUN. 浪漫，罗曼史，恋情，浪漫史，言情，浪漫爱情，爱情，恋爱，罗曼，传奇","/rəʊˈmæns/","✗","His life was a romance.;She was so full of romance she would forget what she was supposed to be doing.;In this paper we will concentrate on the problem posed by Iberian Romance languages (i.e. Catalan, Portuguese, and Spanish), …"
"roof","NOUN. 屋顶，顶板，屋面，房顶，屋盖，屋檐，楼顶，顶，顶棚，天台","/ruːf/","✗","The roof was blown off by the tornado.;'Twas the house I'd seen the roof of from the beach.;The very first sound that you’ll hear on the roof
(Provided there’s fog) will be Rudolph’s small hoof."
"roughly","ADV. 大致，大约，粗略，约，大概，大体，大体上，差不多，左右","/ˈrʌfli/","✗","They treated the prisoners roughly … slashing pitilessly with their whips to drive them as wretched animals before them.;Satanism can be divided, roughly, into two branches: the Luciferians and the Palladists.;Of the roughly 400 emerging infectious diseases that have been identified since 1940, more than 60% are zoonotic: ie they came from animals. Throughout history this has been common."
"sabotage","NOUN. 蓄意破坏，怠工 VERB. 破坏","/ˈsæbətɑːʒ/","✗","Hey, I'm not unsabotaging anything! This is completely perpendicular sabotage!;As Abbey notes, in denouncing terrorism but defending ecotage, ‘sabotage is violence against inanimate objects: machinery and property. Terrorism is violence against human beings. […]’ (Dowie 1996, p. 210).;Defiance-based paradox is employed so that the family will actively oppose and deliberately sabotage the prescription."
"sacred","ADJ. 神圣，圣，神圣不可侵犯，祭祀","/ˈseɪkrɪd/","✗","a sacred place;a sacred day;sacred service"
"sacrifice","NOUN. 牺牲，献祭，祭祀，祭品，做出牺牲，祭，奉献，献身","/ˈsækrɪfaɪs/","✗","Venison has many advantages over meat from factory farms, although it still requires a hunter to sacrifice the life of a deer.;Don’t you break my heart / ’Cause I sacrifice to make you happy.;the sacrifice of one's spare time in order to volunteer"
"sanction","NOUN. 制裁，处罚，处分，惩处，约束力","/ˈsæŋkʃn/","✗","The whalers had been operating in the contested waters off the island with sanction from the Japanese government.;If a man once married desires a second helpmate […] she is sealed to him under the solemn sanction of the church.;Bodin deemed the king of France's power as absolute in the sense that the ruler was ‘absolved’ by divine sanction from legally binding liens and restrictions."
"scam","NOUN. 骗局，诈骗，骗案，诡计，诈骗案，欺诈，骗人，花招","/skæm/","✗","That marketing scheme looks like a scam to me.;That new diet burger is a scam.;They tried to scam her out of her savings."
"scandal","NOUN. 丑闻，桩丑闻，丑事，绯闻，流言蜚语，流言","/ˈskændl/","✗","Their affair was reported as a scandal by most tabloids.;Well, yes, a couple of leaks are all very well, but it takes more than that... A big scandal perhaps. A political scandal. Or a scandal about something people really understand: Sex... or money.;The incident brought considerable scandal to his family."
"scarcity","NOUN. 稀缺，匮乏，资源短缺，短缺，供不应求，缺，紧缺，稀少","/ˈskeəsəti/","✗","Praise […] owes its value only to its scarcity.;To understand the events of the next fifty years, then, one must understand environmental scarcity, cultural and racial clash, geographic destiny, and the transformation of war.;a scarcity of grain"
"scrape","VERB. 刮，划破 NOUN. 刮削，擦破，刮伤","/skreɪp/","✗","Scrape the chewing gum off with a knife.;Just use whatever you can scrape together.;He fell on the sidewalk and got a scrape on his knee."
"screw","VERB. 搞砸 NOUN. 螺杆，螺钉，螺丝，螺旋，丝杠，螺纹，螺丝钉，螺，钉","/skruː/","✗","Why can't I get just one screw? / Believe me, I'd know what to do / But something won't let me make love to you;A few couples would let selected doggers join in, with the lucky ones managing to get a screw.;""Swear it!"" Kathleen screamed. ""Let her know that she's just another screw. Because, darling, that's all you are. So go on, tell her!"""
"scrutiny","NOUN. 审议，审查，推敲，审视，审阅，监察","/ˈskruːtəni/","✗","Certainly, upon closer scrutiny, it becomes apparent that current usage rather than eighteenth-century usage is the basis of the interpretation of fanny as a sexual term.;come under scrutiny;The Returning Officer on the day appointed to make a scrutiny of the poll"
"semiautomatic","ADJ. 半自动","/sˌɛmɪˌɔːtəmˈætɪk/","✗","A chain of local gun shops advertised, as a “Father's Day Sale,” the semiautomatic Intratec TEC-9, with extra ammo clip, case, and flash suppressor, reduced from $347.80 to $249.95 and available on layaway.;The measure would make California the first state to require that all new semiautomatic weapons be equipped with technology known as microstamping, which imprints microscopic markings as a gun fires.;I was a very good radio operator. I bought my own bug. That's what the telegraph key in its modern form was called. It was semiautomatic."
"senate","NOUN. 参议院，参院，参议员，议会，参，上议院，议院，教务","/ˈsenət/","✗","I know people are still going through the details but it's not a foregone conclusion that it will get confirmation by the Senate.;Before the Tyrant's throne
All night his aged Senate sate.;Some of green Boughs their slender Cabbins frame, / Some lodged were Tortoſa's streets about, / Of all the Hoſt the Chief of Worth and Name / Aſſembled been, a Senate grave and ſtout;"
"separation","NOUN. 分离，分居，分隔，分立，分，隔离，分开，分裂","/ˌsepəˈreɪʃn/","✓","[…] my longing for her was undiminished despite our months of near-complete separation.;‘If he dares to refuse me a separation, I’ll have one in law—I can—and I hope this will be a warning to all girls who have seen this disgraceful exhibition.’;[…] she [knows] her great-aunt’s concern over her son Warren, his two divorces, and now Alice’s bitter separation from her husband, Ben."
"serenade","NOUN. 小夜曲","/ˌserəˈneɪd/","✗","A lovestruck Romeo sings the streets a serenade / Laying everybody low with a love song that he made;“Eine kleine Nachtmusik” is a well-known serenade written by Mozart.;The mariachis would serenade / and they would not shut up till they were paid."
"servant","NOUN. 仆人，佣人，仆，奴仆，仆役，公仆，女仆，雇员","/ˈsɜːvənt/","✗","""I never could abide shoemakers,"" said an old servant,—and it ended in her marrying one.;She is quite the humble servant, the poor in this city owe much to her but she expects nothing.;[…] and for every able man servant that he or she shall carry or send armed and provided as aforesaid, ninety acres of land of like measure."
"shed","NOUN. 棚，棚子，大棚，舍，小屋 VERB. 流下，摆脱，脱落，洒","/ʃed/","✗","To shed something in two.;To shed the sheep from the lambs.;A metal comb shed her golden hair."
"shuttle","NOUN. 穿梭，航天飞机，梭，穿梭机，梭子，接送，班车，太空梭，飞船，往返，航天","/ˈʃʌtl/","✗","By placing the sword edgewise, the weaver keeps the countershed open, in order to shoot through the shuttle.;The shuttle bus runs to the airport on a half-hourly basis form the central station.;Our correspondent adds that, when he visited Rouen in 1910, the engine had been relegated to the shuttle service between Rouen (Rive Droite) and Rouen (Rive Gauche)."
"sibling","NOUN. 同级，弟妹，兄弟，同辈，姊妹 VERB. 兄妹，同胞，手足","/ˈsɪblɪŋ/","✗","Bush suggested that this difference might represent a case of chromosomal polymorphism or, more likely, sibling species.;Poorer children often have to wear whatever an older sibling has outgrown.;""Is a sibling of"" is a symmetric relation."
"silhouette","NOUN. 剪影，轮廓，人影，侧影，背影，身影","/ˌsɪluˈet/","✗","The silhouette sharpens and fades as the carving is moved before the flames of the hearth, its maker grunts in perfect imitation of the ancestor - a human-lioness in oestrus.;I could see a silhouette of a figure looking out from the window, but I couldn't tell if it was a man or a woman.;A-line is a classic silhouette for dresses and skirts."
"simultaneous","ADJ. 同声，同时，同步，同期，并发，实时，即时","/ˌsɪmlˈteɪniəs/","✗","Each extra qubit in a quantum machine doubles the number of simultaneous operations it can perform.;Recall from earlier in this paper that H. longicornis consists of obligatory bisexual diploid races (20+XX 0; 20+X) […] and variance is obscured because of the simultaneous variables of method of reproduction (bisexuality vs. thelytoky) and […];Waldo flexed and extended his fingers gently; the two pairs of waldoes in the screen followed in exact, simultaneous parallelism."
"skateboard","NOUN. 滑板，滑雪板 VERB. 玩滑板","/ˈskeɪtbɔːd/","✗","The other men ask why he's crying, when he's got such a lekker car. The guy shakes his head and says, ""I just saw my wife, and she was driving a skateboard."";I find it very difficult to steer a skateboard.;One of the screws came loose, and the skateboard fell apart."
"slab","NOUN. 板坯，坯，板，铸坯，楼板，平板，板条，板式，钢坯，底板，面板","/slæb/","✗","The pier? You mean those few sodden logs tied together and that dingy slab of rough concrete.;The older man bought a slab of Coca-Cola at the counter and carried it out ahead of the younger man.;After being towed into a massive slab, Dorian dropped down the face and caught a rail, putting him in a near-impossible situation."
"slant","NOUN. 斜，斜面，倾斜度 ADJ. 倾斜，偏","/slɑːnt/","✗","The house was built on a bit of a slant and was never quite level.;It was a well written article, but it had a bit of a leftist slant.;All batters looked alike to him—I don't believe he ever took a slant at the averages;"
"sling","NOUN. 吊索，吊带，悬吊，背带，吊床 VERB. 吊，索具","/slɪŋ/","✗","Everyone could sling stones at an hairbreadth, and not miss.;The Sling is also a weapon of great antiquity, formerly in high estimation among the ancients.;gin sling"
"slumlord","NOUN. (平民区)恶劣房东","/ˈslʌmlɔːd/","✗","The slumlord was collecting over $100 a month for this horrible place.;Many of the aging will be found in older sections, too, and a good landlady may be a good shepherd as well as a slumlord (or slumlady)"
"snippet","NOUN. 代码片段，片断，片段","/ˈsnɪpɪt/","✗","From the snippet I heard of their rehearsal, they sound pretty good.;In this snippet, inside the for loop the a and b variables shadow variables from the outer scope, and while legal, this is almost certainly a programming error.;1845, The Lancet snippet only
and directed the abstraction of blood for its removal, after which the pains became more propellent, […]"
"sodden","ADJ. 湿透，烂","/ˈsɒdn/","✗","The outfalls are choked, the dams are perforated by crabs or broken down by floods, and soon the ground becomes more and more sodden.;The thirde [drynke] is of that kinde of hony named Pechmes, whiche is made of newe wine sodden, vntill the third parte be boyled awaye […];[…] howe Almidor the blacke King of Moroco was sodden to death in a cauldrone of boyling leade and brimstone."
"sophistication","NOUN. 复杂性，世故，复杂，精巧，精致，老练，复杂化","/səˌfɪstɪˈkeɪʃn/","✗","The police force were unable to deal with the sophistication of the criminal network.;the sophistication of drugs;how generally they [drugs] are adulterated by the fraudulent avarice of the feller ; especially when the sophistication is very gainful"
"spectacle","NOUN. 奇观，景象，眼镜，场面，奇景，盛况，壮观","/ˈspektəkl/","✗","I prefer to think that birds have a sufficiently developed sense of humour to enjoy the spectacle of a human being hunched beneath a bush kissing the back of their hand.;The horse race was a thrilling spectacle.;He made a spectacle out of himself."
"spectrum","NOUN. 范围，波谱，幅度，频谱，光谱","/ˈspektrəm/","✗","As Mr. Obama prepared to take the oath, his approval rating touched a remarkable 70 percent in some polling — a reflection of good will across the political spectrum.;Current 3G technologies can send roughly 1 bit of data - a one or a zero - per second over each 1 Hz of spectrum that the operator owns.;Asexuals are programmed differently, like anybody else on the LGBTQXYZ spectrum, but difference is cool! Difference is perhaps the best part of being queer. Own it, aces!"
"speculate","VERB. 推测，猜测，揣测，投机，臆测","/ˈspekjuleɪt/","✗","We can speculate that in many instances the sharks are not feeding on their victims, but only in a few cases can we guess what they are doing.;He counted the cattle over and over. It diverted him to speculate as to how much weight each of the steers would probably put on by spring.;When you are tempted to speculate in cocoa, lie down until the feeling goes away."
"spiritual","ADJ. 精神，灵性，属灵，心灵，精神文明，灵，灵魂","/ˈspɪrɪtʃuəl/","✗","Respect towards ancestors is an essential part of Thai spiritual practice.;a spiritual substance or being;the spiritual functions of the clergy; lords spiritual and temporal; a spiritual corporation"
"spoiler","NOUN. 扰流板，扰流，剧透，尾翼","/ˈspɔɪlə(r)/","✗","Several experts do not believe Jorgensen was a Trump “spoiler” in 2020.;With head and heart and hand I’ll strive
To break the rod, and rend the gyve,—
The spoiler of his prey deprive,;Ford Motor Company’s response to the Charger 500 was the 1969 Talladega and Cyclone Spoiler II, sleek, slippery stockers that forced Dodge designers back to the drawing board."
"spotlight","NOUN. 聚光灯，聚光灯下，焦点，聚焦，瞩目，风头，亮点","/ˈspɒtlaɪt/","✗","Some people enjoy the spotlight.;We spotlight the star, but the supporting cast has all the great lines in this scene.;The news series served to spotlight corruption."
"staff","NOUN. 员工，工作人员，人员，职员，职工，员工队伍，教职员，人手，员，雇员","/stɑːf/","✗","The company employed 10 new members of staff this month.;The company has taken on 1600 more highly-paid staff.;a constable's staff"
"stagger","VERB. 错开，东倒西歪 NOUN. 参差，趔趄，交错","/ˈstæɡə(r)/","✗","Afy slowly gathered in the sense of the words. She gasped twice, as if her breath had gone, and then, with a stagger and a shiver, fell heavily to the ground.;the stagger of a drunken man;She began to stagger across the room."
"stainless","ADJ. 不锈钢，锈","/stˈe‍ɪnləs/","✗","Refurbishment was carried out during a ten-day blockade. It entailed replacing timber elements with ekki hardwood, and more than 300 metal straps or bolts with stainless steel components.;For a successful pavlova you′ll need a spotlessly clean, dry stainless steel or glass bowl.;In marine areas (sea cliffs), even stainless steel bolts and hangers corrode rapidly."
"stake","NOUN. 股份，股权，木桩，持股比例，桩，利害关系，持股，赌注","/steɪk/","✗","Thomas Cranmer was burnt at the stake.;The owners let the managers eventually earn a stake in the business.;The French Government is Eurostar's majority shareholder, with the country's state-owned railway SNCF holding a 55% stake, while Belgian state operator SNCB has a 5% stake."
"stark","NOUN. 斯塔克，史塔克，斯达克 ADJ. 形成鲜明，鲜明，赤裸裸，严酷","/stɑːk/","✗","I picked my way forlornly through the stark, sharp rocks.;I screamed in stark terror.;A flower was growing, in stark contrast, out of the sidewalk."
